name,alt_name,ra,dec,vmag_code,vmag,multiple,class,bv_color,bv_uncert,ub_color,ub_uncert,hd,hr,par_code,parallax,ri_code,sao
HR 7448,,293.2921,60.1586,,6.29,W,STAR K4III,1.57,,1.98,,184936,7448,,,,18395
HR 5608,,225.3629,60.2044,,5.93,,STAR A4V,0.09,,0.10,,133388,5608,,,,16574
HR 5437,,217.9283,60.2256,,6.27,,STAR F0III,0.24,,0.14,,127929,5437,,,,16411
HR 403,37Del Cas,21.4542,60.2353,,2.68,W,STAR A5III,0.13,,0.12,,8538,403,,0.0370,,22268
HR 1033,,52.0983,60.2556,,6.49,,STAR B9V,0.02,,-0.23,,21203,1033,D,0.0060,,12770
HR 4867,,192.1642,60.3200,,5.85,,STAR F5V,0.46,,-0.04,,111456,4867,,0.0410,,15907
HR 3109,53    Cam,120.4267,60.3244,,6.01,S,STAR A2,0.14,,0.06,,65339,3109,,,,14402
HR 146,,9.1138,60.3261,,5.79,,STAR A4III,0.29,,0.29,,3283,146,,,,11291
HR 266,,14.1962,60.3628,,5.55,,STAR B9IV,-0.07,,-0.32,,5408,266,D,0.0070,,11484
HR 3221,,123.9604,60.3806,,6.45,,STAR A7V,0.20,,0.11,,68457,3221,,,,14479
HR 6827,,272.7796,60.4094,,6.49,,STAR A1V,0.00,,-0.06,,167387,6827,,,,17803
HR 1603,10Bet Cam,75.8546,60.4422,,4.03,,STAR G1I,0.92,,0.63,,31910,1603,,0.0090,,13351
HR 8777,,345.8488,60.4453,,6.74,,STAR B2V,-0.02,,-0.63,,217943,8777,,,,20393
HR 8243,,322.7471,60.4594,,5.53,,STAR B1II,0.12,,-0.73,,205139,8243,,,,19466
HR 7925,,310.0746,60.5053,,6.01,,STAR F6IV,0.46,,-0.06,,197373,7925,,0.0210,,18979
HR 7500,,295.0542,60.5072,,6.51,,STAR A5V,0.22,?,,,186340,7500,D,0.0260,,18461
HR 491,44    Cas,25.8321,60.5511,,5.78,,STAR B8III,-0.02,,-0.32,,10425,491,,,,11941
HR 7938,,310.6654,60.6014,,6.15,,STAR A2IV,0.01,,0.05,,197734,7938,,,,18998
HR 3263,,125.6837,60.6311,R,6.41,,STAR K0III,0.97,?,,,69976,3263,,0.0150,,14522
HR 7742,,303.3654,60.6406,,5.79,,STAR,1.47,,,,192781,7742,,,,18766
HR 6348,,255.3196,60.6492,,6.13,,STAR K1III,1.00,,0.82,,154391,6348,,,,17312
HR 5755,,231.9642,60.6703,,5.90,,STAR K5III,1.44,,1.64,,138265,5755,,,,16741
HR 6448,,259.1225,60.6706,,6.32,,STAR K1III,1.09,,,,156947,6448,,0.0030,,17414
HR 8339,12    Cep,326.8554,60.6928,,5.52,,STAR M1III,1.52,,1.93,,207528,8339,,0.0210,,19642
HR 264,27Gam Cas,14.1771,60.7167,,2.47,,STAR B0IV,-0.15,,-1.08,,5394,264,,0.0160,,11482
HR 3323,1Omi UMa,127.5663,60.7181,,3.36,,STAR G5III,0.84,,0.52,,71369,3323,,0.0090,,14573
HR 1335,,65.4483,60.7356,,5.39,,STAR M0III,1.49,,1.81,,27245,1335,,,,13113
HR 8179,,320.1396,60.7569,,6.11,,STAR G5III,1.00,,0.75,,203574,8179,,,,19333
HR 8479,,333.0079,60.7594,,5.35,W,STAR K1III,1.17,,1.15,,210939,8479,,,,19932
HR 6170,,248.1071,60.8233,,5.94,,STAR A2V,0.02,,0.05,,149650,6170,,,,17130
HR 481,,25.5125,61.0383,,6.71,,STAR B8III,-0.03,,-0.41,,10260,481,,,,11920
HR 7075,,281.0758,61.0481,,5.99,,STAR G7IV,0.96,,0.73,,173949,7075,D,0.0060,,17995
HR 292,,15.9042,61.0750,,5.92,,STAR F0II,0.49,,,,6130,292,,,,11551
HR 1593,,75.3996,61.0781,,6.03,,STAR F4V,0.41,,,,31662,1593,,,,13341
HR 4439,,173.0867,61.0825,,5.48,,STAR F8V,0.50,,-0.01,,100203,4439,,0.0450,,15542
HR 1205,,59.2846,61.1089,,5.00,,STAR K3I,1.45,,1.26,,24480,1205,,0.0150,,12968
HR 3911,,148.7642,61.1161,,6.27,W,STAR K0,1.05,,,,85583,3911,,,,15023
HR 8334,10Nu  Cep,326.3621,61.1208,,4.29,,STAR A2I,0.52,,0.13,,207260,8334,,0.0130,,19624
HR 244,,13.2671,61.1242,,4.82,,STAR F8V,0.53,,0.12,,5015,244,,0.0660,,11444
HR 4840,,190.7675,61.1556,,6.38,,STAR K0,1.26,,1.39,,110678,4840,,,,15877
HR 1624,,76.6237,61.1700,,6.04,,STAR K5II,1.37,,,,32356,1624,,,,13369
HR 9085,,0.4038,61.2231,,5.55,,STAR F0III,0.41,,0.39,,224893,9085,,,,21009
HR 5492,,220.5133,61.2619,,6.25,,STAR F2V,0.41,,-0.01,,129798,5492,,0.0170,,16466
HR 8347,,327.3292,61.2728,,6.17,,STAR M1II,1.67,,2.03,,207780,8347,,,,19663
HR 9110,,1.2758,61.3142,,5.80,,STAR B8IV,-0.09,,-0.32,,225289,9110,,,,10962
HR 488,,25.7433,61.4217,,6.34,,STAR B7II,0.01,,-0.45,,10362,488,,,,11931
HR 3648,16    UMa,138.5858,61.4233,,5.13,W,STAR F9V,0.58,,0.10,,79028,3648,,0.0470,,14819
HR 4575,,179.5858,61.4647,,6.76,,STAR K0III,,,,,103953,4575,,,,15673
HR 1943,23    Cam,86.0358,61.4767,,6.15,,STAR,0.90,,,,37638,1943,,,,13590
HR 2394,8    Lyn,99.4225,61.4811,,5.94,W,STAR G8IV,0.89,,0.52,,46480,2394,,0.0270,,13897
HR 5213,,207.4396,61.4892,,5.96,,STAR G3V,0.96,,0.64,,120787,5213,,,,16186
HR 5256,,209.3837,61.4928,R,6.37,,STAR K3V,,,,,122064,5256,,,,16230
HR 6132,14Eta Dra,245.9979,61.5142,,2.74,,STAR G8III,0.91,,0.70,,148387,6132,,0.0510,,17074
HR 2215,1    Lyn,94.4783,61.5153,,4.98,,STAR M3III,1.83,,2.06,,42973,2215,,0.0060,,13787
HR 860,,43.9871,61.5211,,5.59,W,STAR F4V,0.45,,-0.10,,17948,860,,,,12517
HR 60,,4.2379,61.5333,,5.74,,STAR G8III,0.88,,0.59,,1239,60,,,,11084
HR 8374,,328.8362,61.5419,,6.13,,STAR G8I,1.60,,1.62,,208606,8374,,,,19738
HR 4569,,179.2217,61.5492,,6.22,,STAR G8III,0.96,,,,103736,4569,,,,15666
HR 297,,16.0817,61.5803,,5.84,,STAR F6V,0.54,,0.11,,6210,297,,,,11557
HR 8990,,355.6313,61.6794,,6.40,W,STAR K2III,1.24,,1.36,,222682,8990,,,,20793
HR 6130,,245.9458,61.6967,,5.67,,STAR G8III,0.96,,,,148374,6130,D,0.0030,,17073
HR 8696,,342.8450,61.6969,,5.60,,STAR G8III,0.78,,0.39,,216380,8696,,0.0050,,20281
HR 561,,29.6388,61.6981,,6.02,,STAR B5III,-0.04,,-0.40,,11857,561,,,,12065
HR 354,,18.2913,61.7058,,6.41,,STAR B9V,0.01,,-0.27,,7157,354,,,,11637
HR 4301,50Alp UMa,165.9321,61.7508,,1.79,,STAR K0III,1.07,,0.92,,95689,4301,,0.0380,,15384
HR 4421,,172.2692,61.7783,,5.83,,STAR F5V,0.36,,-0.05,,99747,4421,,,,15520
HR 237,,12.8183,61.8058,,6.07,,STAR K2I,1.88,,1.84,,4817,237,,,,11430
HR 93,12    Cas,6.1979,61.8311,,5.40,,STAR B9III,0.00,,-0.16,,2011,93,,0.0150,,11172
HR 7957,3Eta Cep,311.3225,61.8389,,3.43,,STAR K0IV,0.92,,0.62,,198149,7957,,0.0710,,19019
HR 1675,,78.2633,61.8500,,6.17,,STAR A2III,0.02,,0.08,,33266,1675,,,,13409
HR 1305,,64.2233,61.8503,,5.70,,STAR B5V,-0.14,,-0.51,,26670,1305,,,,13075
HR 6573,26    Dra,263.7479,61.8750,,5.23,,STAR G0V,0.61,,0.10,,160269,6573,,0.0690,,17546
HR 3505,5    UMa,133.3442,61.9622,,5.73,,STAR F2III,0.28,,0.11,,75486,3505,,,,14691
HR 8854,,349.1117,61.9631,,6.53,,STAR B0V,0.23,,-0.66,,219634,8854,,,,20531
HR 8881,,350.0596,61.9700,R,6.45,,STAR K1V,,,,,220074,8881,,,,20567
HR 7701,66    Dra,301.3867,61.9956,,5.39,,STAR K3III,1.18,,1.29,,191277,7701,,0.0370,,18700
HR 4953,,196.5946,62.0419,,6.14,,STAR G7III,0.99,,0.65,,113994,4953,,,,15985
HR 5731,,230.6554,62.0472,,5.98,,STAR A0,-0.03,,-0.10,,137389,5731,,,,16712
HR 7727,68    Dra,302.8954,62.0786,,5.75,W,STAR F5V,0.47,,0.02,,192455,7727,,0.0310,,18751
HR 8279,9    Cep,324.4800,62.0819,,4.73,,STAR B2I,0.30,,-0.53,,206165,8279,,-0.0080,,19541
HR 5768,,232.3383,62.0997,R,6.38,,STAR K5,,,,,138524,5768,,,,16746
HR 8886,,350.1442,62.2131,,6.39,,STAR K2III,1.61,,,,220130,8886,,,,20572
HR 9018,6    Cas,357.2092,62.2144,,5.43,,STAR A3I,0.67,,-0.02,,223385,9018,D,0.0010,,20869
HR 4974,,197.4592,62.2292,,6.54,W,STAR A1V,-0.02,,-0.02,,114504,4974,,,,15999
HR 7792,71    Dra,304.9029,62.2575,,5.72,,STAR B9V,-0.05,,-0.21,,193964,7792,,,,18807
HR 5754,,231.9200,62.2756,,6.50,,STAR A5IV,0.14,,0.04,,138245,5754,,,,16740
HR 8428,19    Cep,331.2871,62.2800,,5.11,,STAR O9I,0.08,,-0.84,,209975,8428,,,,19849
HR 8904,4    Cas,351.2096,62.2828,,4.98,W,STAR M1III,1.68,,2.07,,220652,8904,,0.0070,E,20614
HR 9100,9    Cas,1.0567,62.2878,,5.88,W,STAR A1III,0.30,,0.29,,225180,9100,,,,10954
HR 1260,,61.9629,62.3300,,6.99,,STAR B0III,0.42,,-0.50,,25638,1260,,,,13031
HR 7191,,284.3225,62.3967,,6.45,,STAR G5IV,0.93,,0.66,,176668,7191,,,,18082
HR 8537,,335.7508,62.4200,,6.04,,STAR A1V,0.05,,0.02,,212495,8537,,,,20042
HR 8327,,326.2221,62.4606,,5.95,W,STAR O9I,0.31,,-0.64,,207198,8327,,,,19621
HR 8399,,330.1638,62.4881,,6.66,W,STAR B0IV,0.06,,-0.82,,209339,8399,,,,19792
HR 3245,,124.8221,62.5072,,5.71,,STAR G8III,0.89,,,,69148,3245,,,,14500
HR 7018,,279.3896,62.5267,,5.74,,STAR A0V,-0.06,,-0.17,,172728,7018,,,,17958
HR 7413,,291.6104,62.5572,,6.38,,STAR K5III,1.39,,1.71,,183611,7413,,,,18343
HR 8162,5Alp Cep,319.6450,62.5856,,2.44,,STAR A7V,0.22,,0.11,,203280,8162,,0.0680,,19302
HR 5886,,236.6667,62.5994,,5.19,,STAR A2IV,0.04,,0.10,,141653,5886,,0.0180,,16848
HR 1720,,80.0942,62.6536,,5.61,,STAR K4I,1.75,,2.00,,34255,1720,,,,13460
HR 1678,14    Cam,78.3804,62.6914,,6.50,,STAR A7V,0.21,,0.12,,33296,1678,,,,13413
HR 8388,,329.7225,62.6983,,5.93,,STAR M3III,1.67,,1.81,,209112,8388,,,,19773
HR 4833,76    UMa,190.3913,62.7131,,6.07,,STAR A2III,0.01,,0.07,,110462,4833,,,,15871
HR 7042,,280.2346,62.7497,,6.09,,STAR K0III,0.98,,,,173398,7042,,,,17975
HR 309,,16.5950,62.7617,,6.54,,STAR A5V,0.19,,0.06,,6416,309,,,,11571
HR 4859,,191.8288,62.7808,R,5.89,,STAR A9V,,,,,111270,4859,,,,15901
HR 8426,20    Cep,331.2521,62.7856,,5.27,,STAR K4III,1.41,,1.78,,209960,8426,,0.0000,,19847
HR 8511,25    Cep,334.5529,62.8044,,5.75,,STAR K3III,1.26,,1.37,,211833,8511,,,,19991
HR 1976,,87.2704,62.8081,R,6.13,,STAR A4V,,,,,38284,1976,D,0.0100,,13618
HR 2977,49    Cam,116.6142,62.8306,,6.49,,STAR F0,0.26,,0.13,,62140,2977,,,,14322
HR 6421,,258.1358,62.8744,,5.56,,STAR F0IV,0.21,,0.06,,156295,6421,,0.0140,,17391
HR 130,15Kap Cas,8.2500,62.9317,,4.16,,STAR B1I,0.14,,-0.80,,2905,130,,,,11256
HR 4610,,181.4154,62.9331,,6.13,,STAR K2III,1.17,,1.15,,105043,4610,,,,15710
HR 8683,,342.1842,62.9383,,6.06,,STAR K0,1.20,,,,216102,8683,,,,20253
HR 7850,2The Cep,307.3954,62.9942,,4.22,,STAR A7III,0.20,,0.16,,195725,7850,,0.0380,,18897
HR 3757,23    UMa,142.8821,63.0619,,3.67,,STAR F0IV,0.33,,0.10,,81937,3757,,0.0410,,14908
HR 1802,17    Cam,82.5425,63.0672,,5.42,,STAR M1III,1.71,,2.00,,35583,1802,,,E,13518
HR 1204,,59.3563,63.0722,,5.03,,STAR B9V,-0.09,,-0.16,,24479,1204,,,,12969
HR 6198,,249.2292,63.0728,,6.16,,STAR K5,1.53,,,,150429,6198,,,,17165
HR 3112,,120.6283,63.0903,,6.40,W,STAR G1III,0.59,,0.35,,65448,3112,,,,14407
HR 8416,18    Cep,330.9704,63.1197,,5.29,,STAR M5III,1.58,,1.79,,209772,8416,,-0.0060,E,19828
HR 8490,,333.4562,63.1625,,6.11,,STAR B8V,-0.08,,-0.43,,211242,8490,,,,19948
HR 5436,,217.6921,63.1856,,6.09,,STAR F4IV,0.41,,-0.04,,127821,5436,,,,16406
HR 1105,,55.5387,63.2167,,5.10,,STAR,1.63,,1.82,,22649,1105,,0.0020,,12874
HR 5070,,201.4996,63.2611,,6.50,,STAR G6V,0.74,,0.30,,117043,5070,,0.0280,,16071
HR 8483,,333.0929,63.2914,,5.79,,STAR M3III,1.67,,1.93,,211029,8483,,,,19937
HR 8109,,317.3704,63.2956,,6.54,,STAR B7III,-0.13,,-0.48,,201888,8109,,,,19223
HR 1158,,57.4029,63.2972,,5.85,,STAR A5V,0.18,,,,23523,1158,,,,12917
HR 5737,,230.6600,63.3414,,5.79,,STAR,1.27,,,,137443,5737,,0.0050,,16713
HR 1129,,56.5096,63.3450,,4.80,S,STAR G0III,0.80,,0.25,,23089,1129,,0.0000,,12891
HR 4286,,165.2742,63.4211,,6.39,,STAR A2V,0.16,,0.14,,95256,4286,,,,15360
HR 2126,,91.6633,63.4536,R,6.39,,STAR K0,,,,,40956,2126,,,,13715
HR 1527,,73.0217,63.5053,,5.44,W,STAR M3III,1.57,,1.76,,30442,1527,,0.0010,,13291
HR 3624,14Tau UMa,137.7296,63.5136,,4.67,,STAR F3III,0.35,,0.15,,78362,3624,,,,14796
HR 7654,,299.6196,63.5342,R,5.96,,STAR A3V,0.09,?,,,189900,7654,,,,18627
HR 8627,30    Cep,339.6625,63.5844,,5.19,,STAR A3IV,0.06,,0.00,,214734,8627,,0.0080,,20190
HR 4934,,195.4450,63.6103,,6.00,W,STAR F6V,0.41,,0.02,,113337,4934,,0.0330,,15962
HR 8383,,329.1629,63.6256,,4.91,W,STAR M2I,1.77,,0.39,,208816,8383,,0.0040,,19753
HR 8808,,346.9488,63.6333,,6.26,,STAR B3V,-0.02,,-0.60,,218537,8808,D,0.0060,,20439
HR 9097,,0.8571,63.6419,,6.24,,STAR B3I,0.33,,-0.54,,225094,9097,,,,10942
HR 3865,28    UMa,146.4808,63.6533,,6.34,W,STAR F2V,0.31,,-0.02,,84179,3865,,,,14980
HR 542,45Eps Cas,28.5987,63.6700,,3.38,,STAR B3III,-0.15,,-0.60,,11415,542,,0.0100,,12031
HR 4727,,186.2767,63.8028,,6.32,W,STAR G8III,0.91,,,,108150,4727,,,,15801
HR 511,,26.9367,63.8522,,5.63,W,STAR K0V,0.81,,0.40,,10780,511,,0.1070,,11983
HR 7695,,301.1858,63.8906,,6.26,,STAR A2II,0.10,,0.04,,191174,7695,D,0.0230,,18692
HR 3722,,141.4342,63.9408,,6.28,,STAR K2III,1.46,,1.74,,80953,3722,,,,14875
HR 7805,,305.2975,63.9803,,5.69,,STAR K5III,1.56,,,,194298,7805,,,,18826
HR 7993,,312.3225,64.0422,,6.45,,STAR B0V,0.07,,-0.77,,198781,7993,,,,19051
HR 922,,46.8292,64.0578,,5.89,,STAR B9V,-0.03,,-0.10,,19065,922,,,,12608
HR 8568,,337.0821,64.0856,,6.29,,STAR K0,1.08,,,,213242,8568,,,,20088
HR 92,NOVA 1572,6.3246,64.1433,,,,SUPERNOVA,,,,,,92,,,,
HR 1857,19    Cam,84.3129,64.1547,,6.15,,STAR A0V,0.01,,-0.07,,36570,1857,,0.0070,,13550
HR 7,10    Cas,1.6104,64.1961,,5.59,,STAR B9III,-0.03,,-0.19,,144,7,,,,10978
HR 342,,17.8567,64.2028,,5.55,,STAR B9V,-0.07,,-0.13,,6960,342,,,,11615
HR 5785,,232.7321,64.2086,,5.79,,STAR K0III,0.96,,,,138852,5785,,0.0020,,16754
HR 8811,,346.9883,64.2225,,6.21,,STAR K0,1.10,,,,218560,8811,,,,20441
HR 233,,12.6817,64.2475,,5.39,S,STAR G0III,0.49,,0.14,,4775,233,,,,11424
HR 4108,,157.6108,64.2575,,6.12,,STAR A7III,0.16,,0.12,,90745,4108,,,,15200
HR 1440,,69.1008,64.2617,,5.94,,STAR A1V,-0.03,,-0.02,,28780,1440,,,,13196
HR 3403,4Pi 2UMa,130.0533,64.3278,,4.60,,STAR K1III,1.17,,1.16,,73108,3403,,0.0160,,14616
HR 4391,,170.7137,64.3306,,6.02,,STAR A1V,0.09,,0.09,,98772,4391,,,,15486
HR 861,,44.1033,64.3325,,6.24,W,STAR K3I,2.03,,2.41,,17958,861,,,,12519
HR 668,,35.0537,64.3372,,6.60,,STAR B9V,-0.03,,-0.09,,14171,668,,,,12226
HR 4481,,174.7050,64.3469,R,6.46,,STAR A5IV,,,,,101150,4481,D,0.0040,,15580
HR 5291,11Alp Dra,211.0971,64.3758,,3.65,,STAR A0III,-0.05,,-0.08,,123299,5291,,0.0180,,16273
HR 589,53    Cas,30.7512,64.3900,,5.58,,STAR B8I,0.38,,-0.27,,12301,589,,,,12097
HR 7361,,289.9421,64.3908,,6.52,W,STAR B9IV,-0.04,,-0.47,,182308,7361,,,,18287
HR 6850,36    Dra,273.4742,64.3972,,5.03,,STAR F5V,0.38,,-0.04,,168151,6850,,0.0470,,17828
HR 8133,,318.4275,64.4039,,6.39,,STAR G2IV,0.60,,0.06,,202582,8133,D,0.0240,,19257
HR 8989,,355.5867,64.5156,,6.56,,STAR M2III,1.88,,2.12,,222670,8989,,,,20791
HR 1009,,51.1688,64.5861,,5.23,,STAR M0II,2.08,,2.06,,20797,1009,,0.0090,,12743
HR 6223,18    Dra,250.2296,64.5892,,4.83,,STAR K0III,1.22,,1.26,,151101,6223,,0.0090,,17188
HR 6360,,255.5638,64.6006,,6.10,,STAR G5V,0.96,,0.71,,154633,6360,,0.0160,,17324
HR 3531,6    UMa,134.1562,64.6039,,5.58,,STAR G7III,0.86,,0.57,,75958,3531,,,,14703
HR 567,,29.9083,64.6214,,5.26,,STAR A0V,0.01,,-0.05,,11946,567,,,,12076
HR 8417,17Xi  Cep,330.9475,64.6278,,4.29,,STAR A3V,0.34,,0.09,,209790,8417,,0.0320,,19827
HR 7682,65    Dra,300.5846,64.6344,R,6.57,W,STAR,,,,,190713,7682,,,,18669
HR 384,35    Cas,20.2717,64.6583,,6.34,,STAR A2V,0.09,,,,8003,384,,,,11712
HR 5075,,201.7946,64.7194,,7.04,W,STAR F0,0.39,,-0.01,,117201,5075,,,,16079
HR 5226,10    Dra,207.8579,64.7233,,4.65,,STAR M3III,1.58,,1.89,,121130,5226,,0.0140,,16199
HR 5074,,201.7692,64.7356,,6.66,W,STAR F0,0.37,,0.00,,117200,5074,,,,16078
HR 7676,64    Dra,300.3687,64.8211,,5.27,W,STAR M1III,1.56,,1.81,,190544,7676,,0.0060,,18658
HR 5162,,205.3746,64.8225,,5.85,,STAR A2V,0.07,,0.08,,119476,5162,,,,16142
HR 8171,6    Cep,319.8425,64.8719,,5.18,,STAR B3IV,-0.04,,-0.58,,203467,8171,,-0.0150,,19313
HR 6069,,243.1046,67.1442,,6.21,,STAR G8III,0.99,,0.72,,146603,6069,,,,16993
HR 9017,,357.1625,64.8764,,6.41,,STAR A0,0.06,,0.02,,223358,9017,,0.0090,,20866
HR 586,52    Cas,30.7196,64.9014,,6.00,,STAR A1V,0.03,,0.02,,12279,586,,,,12095
HR 1647,,77.4354,64.9194,,6.41,,STAR F6V,0.40,,-0.02,,32715,1647,,0.0240,,13388
HR 3859,,146.1529,64.9839,R,6.17,,STAR F3V,,,,,83962,3859,,,,14976
HR 345,32    Cas,17.9225,65.0189,,5.57,,STAR B9IV,-0.09,,-0.28,,6972,345,,,,11617
HR 3391,3Pi 1UMa,129.7988,65.0208,,5.64,,STAR G1V,0.62,,0.07,,72905,3391,,0.0730,,14609
HR 6319,20    Dra,254.1050,65.0392,,6.41,,STAR F1V,0.38,,0.02,,153697,6319,,0.0290,,17285
HR 598,,31.1671,65.1033,,6.52,,STAR A0V,0.00,,-0.05,,12468,598,,,,12105
HR 4026,32    UMa,154.5083,65.1083,,5.82,,STAR A8III,0.12,,0.10,,88983,4026,,,,15135
HR 4215,,162.2083,65.1322,,6.39,,STAR A1V,-0.02,,-0.04,,93427,4215,,,,15298
HR 8561,26    Cep,336.7721,65.1322,,5.46,,STAR B0I,0.37,,-0.59,,213087,8561,,,,20075
HR 6315,19    Dra,254.0071,65.1347,,4.89,,STAR F6V,0.48,,-0.03,,153597,6315,,0.0620,,17281
HR 1327,,65.1679,65.1406,,5.27,,STAR G5II,0.81,,0.47,,27022,1327,,,,13098
HR 3354,2    UMa,128.6508,65.1450,,5.47,,STAR A2,0.18,,0.10,,72037,3354,,0.0170,,14590
HR 7187,,284.1067,65.2581,,5.63,,STAR G8III,0.95,,0.69,,176598,7187,,-0.0020,,18079
HR 8375,,328.8796,65.3208,,5.86,,STAR B2V,-0.06,,-0.75,,208682,8375,,,,19742
HR 6979,,277.8117,65.4361,,6.59,W,STAR A8,0.30,?,,,171653,6979,,,,17912
HR 4916,8    Dra,193.8687,65.4386,,5.24,,STAR F0V,0.28,,0.02,,112429,4916,,0.0320,,15941
HR 2975,51    Cam,116.6671,65.4558,,5.92,,STAR,1.18,,,,62066,2975,,,,14321
HR 7013,,279.0554,65.4886,,6.06,,STAR F0V,0.28,,0.09,,172569,7013,,0.0090,,17947
HR 1248,,61.6625,65.5208,,6.17,,STAR A3,0.14,,0.17,,25425,1248,,,,13015
HR 1155,,57.3800,65.5261,,4.47,,STAR M2II,1.88,,2.13,,23475,1155,,0.0140,,12916
HR 6945,42    Dra,276.4962,65.5636,,4.82,,STAR K1III,1.19,,1.11,,170693,6945,,0.0210,,17888
HR 4072,,156.0329,65.5664,,4.97,,STAR A0,-0.06,,-0.13,,89822,4072,,0.0430,,15163
HR 3885,,147.5988,65.5933,,6.31,,STAR A9V,0.28,,0.12,,84812,3885,,,,15000
HR 4106,35    UMa,157.4763,65.6261,,6.32,,STAR,1.14,,,,90633,4106,,,,15196
HR 985,,49.9975,65.6522,,4.84,W,STAR B2V,-0.15,,-0.77,,20336,985,,0.0090,,12704
HR 967,,49.3817,65.6586,,6.36,,STAR A3V,0.09,,0.07,,20104,967,D,0.0050,,12686
HR 1916,,85.6100,65.6978,,5.60,,STAR,1.24,,,,37289,1916,,,,13570
HR 6396,22Zet Dra,257.1967,65.7147,,3.17,S,STAR B6III,-0.12,,-0.43,,155763,6396,,0.0230,,17365
HR 7371,58Pi  Dra,290.1671,65.7147,,4.59,,STAR A2III,0.02,,0.06,,182564,7371,,0.0200,,18299
HR 4178,38    UMa,160.4858,65.7164,,5.12,,STAR K2III,1.20,,1.28,,92424,4178,,0.0260,,15261
HR 2165,36    Cam,93.2129,65.7183,,5.32,,STAR K1III,1.34,,1.44,,41927,2165,,0.0040,,13756
HR 747,,39.4004,65.7456,,5.78,,STAR K5III,1.56,,1.85,,16024,747,,,,12361
HR 8361,,327.9054,65.7528,,6.37,,STAR A1,,,,,208132,8361,D,0.0100,,19686
HR 5629,,225.9908,65.9197,R,6.13,,STAR A2V,,,,,133994,5629,,,,16587
HR 5589,,224.3958,65.9325,,4.60,,STAR M4III,1.59,,1.59,,132813,5589,,0.0100,,16558
HR 7290,55    Dra,287.4408,65.9786,,6.25,,STAR A0V,0.00,,-0.02,,179933,7290,,,,18187
HR 2041,,89.3958,66.0961,,6.25,,STAR K0,1.36,,1.64,,39429,2041,,,,13662
HR 428,,22.7179,66.0981,,6.14,,STAR A2V,0.08,,0.05,,9030,428,,-0.0010,,11788
HR 9094,,0.6504,66.0989,,5.86,,STAR G8III,1.09,,0.91,,225009,9094,D,0.0100,,10937
HR 177,,10.5142,66.1475,,5.83,,STAR G9III,1.04,,0.87,,3856,177,,,,11336
HR 8384,,329.2963,66.1561,,6.43,,STAR B2V,-0.05,,-0.68,,208947,8384,,,,19760
HR 8694,32Iot Cep,342.4200,66.2006,,3.52,,STAR K0III,1.05,,0.90,,216228,8694,,0.0410,,20268
HR 2809,,111.8575,66.3317,,6.47,,STAR B9III,-0.09,,-0.19,,57742,2809,,,,14195
HR 1542,9Alp Cam,73.5125,66.3428,,4.29,,STAR O9I,0.03,,-0.88,,30614,1542,,-0.0020,,13298
HR 273,,14.6296,66.3522,,5.97,,STAR A0III,-0.02,,-0.13,,5550,273,,,,11502
HR 121,13    Cas,7.8554,66.5194,,6.18,,STAR B6V,-0.10,,-0.47,,2729,121,,,,11243
HR 640,55    Cas,33.6213,66.5244,,6.07,S,STAR G0II,0.63,,0.33,,13474,640,,,,12180
HR 4928,9    Dra,194.9796,66.5972,,5.32,,STAR K2III,1.29,,1.29,,113092,4928,,0.0050,,15960
HR 7945,4    Cep,310.7958,66.6575,,5.58,,STAR A8V,0.22,,0.05,,197950,7945,,0.0340,,19004
HR 1853,,84.3175,66.6961,,6.26,W,STAR A8V,,,,,36496,1853,,,,13548
HR 3470,,132.2058,66.7081,,6.20,,STAR B8V,-0.11,,-0.40,,74604,3470,,,,14667
HR 9099,,0.9663,66.7122,,6.29,,STAR M4III,1.67,,1.94,,225136,9099,,,,10948
HR 4504,3    Dra,175.6183,66.7450,,5.30,,STAR K3III,1.28,,1.24,,101673,4504,,,,15606
HR 137,16    Cas,8.6038,66.7503,,6.48,,STAR B9III,-0.08,,-0.32,,3038,137,,,,11265
HR 9005,,356.6529,66.7822,,5.95,,STAR B2IV,-0.04,,-0.74,,223128,9005,,,,20838
HR 4863,7    Dra,191.8933,66.7903,,5.43,,STAR,1.56,,,,111335,4863,,0.0230,,15902
HR 8227,7    Cep,321.9421,66.8092,,5.44,,STAR B7V,-0.11,,-0.42,,204770,8227,,0.0060,,19432
HR 1594,,75.7100,66.8228,,6.19,,STAR,0.48,,-0.04,,31675,1594,,0.0340,,13344
HR 7783,,304.3804,66.8539,,5.93,,STAR G3V,0.58,,0.06,,193664,7783,,0.0670,,18796
HR 3609,11Sig1UMa,137.0983,66.8733,,5.14,,STAR K5III,1.51,,1.83,,77800,3609,,0.0110,,14769
HR 4383,,170.2242,67.1006,,6.21,,STAR G8,1.01,,,,98499,4383,,,,15478
HR 3616,13Sig2UMa,137.5967,67.1347,,4.80,,STAR F6IV,0.49,,0.02,,78154,3616,,0.0560,,14788
HR 9104,,1.1750,67.1667,,5.67,,STAR K1III,1.07,,0.93,,225216,9104,,0.0130,,10956
HR 1124,,56.5037,67.2017,,5.80,,STAR F0IV,0.35,,0.07,,23005,1124,,0.0040,,12890
HR 8779,,345.8871,67.2092,,5.24,,STAR K3III,1.26,,1.40,,218029,8779,,-0.0020,,20398
